,AA,AC,AD,AE,AF,AG,AH,AI,AK,AL,AM,AN,AP,AQ,AR,AS,AT,AV,AW,AY,CC,CD,CE,CF,CG,CH,CI,CK,CL,CM,CN,CP,CQ,CR,CS,CT,CV,CW,CY,DD,DE,DF,DG,DH,DI,DK,DL,DM,DN,DP,DQ,DR,DS,DT,DV,DW,DY,EE,EF,EG,EH,EI,EK,EL,EM,EN,EP,EQ,ER,ES,ET,EV,EW,EY,FF,FG,FH,FI,FK,FL,FM,FN,FP,FQ,FR,FS,FT,FV,FW,FY,GG,GH,GI,GK,GL,GM,GN,GP,GQ,GR,GS,GT,GV,GW,GY,HH,HI,HK,HL,HM,HN,HP,HQ,HR,HS,HT,HV,HW,HY,II,IK,IL,IM,IN,IP,IQ,IR,IS,IT,IV,IW,IY,KK,KL,KM,KN,KP,KQ,KR,KS,KT,KV,KW,KY,LL,LM,LN,LP,LQ,LR,LS,LT,LV,LW,LY,MM,MN,MP,MQ,MR,MS,MT,MV,MW,MY,NN,NP,NQ,NR,NS,NT,NV,NW,NY,PP,PQ,PR,PS,PT,PV,PW,PY,QQ,QR,QS,QT,QV,QW,QY,RR,RS,RT,RV,RW,RY,SS,ST,SV,SW,SY,TT,TV,TW,TY,VV,VW,VY,WW,WY,YY,Label
29,0,0,0,3,1,1,0,2,3,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,4,1,2,1,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,1,0,0,0,7,0,2,0,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,DNA
30,5,2,2,1,2,4,2,4,7,3,0,6,7,3,3,3,3,0,1,2,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,2,0,3,1,1,1,3,0,2,4,5,1,5,5,0,3,0,0,1,1,2,1,0,2,0,2,3,1,2,1,2,0,0,0,3,1,0,2,2,1,2,4,1,1,1,1,2,4,0,2,7,2,4,4,0,1,3,4,3,2,3,6,3,2,1,0,1,1,3,1,1,1,1,0,1,1,1,0,2,0,2,3,0,0,1,1,1,1,5,1,2,1,2,3,0,2,3,2,5,1,1,4,1,1,2,0,2,4,2,3,4,6,1,0,1,1,1,2,1,0,1,1,1,0,0,4,4,6,2,7,2,4,0,3,6,1,2,4,3,3,2,3,3,3,1,6,0,0,1,0,1,6,2,0,2,2,5,2,0,2,5,3,3,5,2,1,2,0,0,1,DNA
31,5,0,2,1,1,3,1,1,6,4,1,3,7,2,1,4,5,3,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,3,1,3,1,2,3,2,0,3,3,3,1,1,3,1,3,0,0,3,2,1,2,1,1,0,4,1,1,2,2,2,1,0,1,2,2,0,2,3,2,0,6,0,1,1,1,2,2,1,2,9,1,2,4,2,1,5,3,5,3,3,5,4,1,2,0,1,0,3,0,0,1,1,0,0,3,1,0,1,0,0,0,1,4,2,2,0,1,2,4,1,1,3,3,0,1,5,0,4,1,5,2,0,1,2,1,3,4,0,3,0,5,5,0,2,0,0,2,0,2,4,0,1,0,0,6,5,3,1,4,4,4,0,4,6,1,3,4,8,4,3,2,2,1,1,4,1,1,0,3,3,2,1,0,3,1,3,1,0,0,2,1,2,3,2,1,3,1,0,2,DNA
32,2,1,0,0,0,2,2,1,0,5,1,0,5,1,6,6,1,0,0,1,3,0,1,0,1,1,0,1,5,0,0,0,0,6,0,1,3,0,1,1,0,1,3,0,1,0,0,0,0,2,0,4,4,2,2,1,0,2,1,4,0,2,2,4,0,1,3,1,1,0,1,1,2,0,0,1,2,1,0,1,0,0,2,0,1,1,1,0,0,1,8,1,1,2,5,1,1,6,2,1,3,3,3,0,1,0,1,1,3,0,0,1,1,0,3,0,1,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,4,1,1,0,1,0,3,1,0,3,0,1,6,0,1,5,4,2,9,2,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,6,0,4,6,5,2,0,2,1,1,2,0,0,1,1,3,6,1,2,3,0,6,1,5,1,3,0,1,0,0,1,0,0,0,0,0,DNA
33,1,0,0,1,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,DNA
34,1,0,1,1,0,4,1,2,1,2,1,0,2,5,1,4,4,2,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,3,2,0,4,3,2,3,1,0,4,4,1,0,1,1,1,0,1,2,0,1,0,0,3,6,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,0,1,0,1,0,0,6,2,2,1,3,3,0,5,3,0,4,2,3,0,0,2,0,0,3,1,1,7,0,1,2,0,0,0,2,0,0,1,1,1,1,2,1,1,0,1,0,1,3,0,1,0,1,2,3,1,0,2,0,0,3,1,2,2,2,2,1,2,2,0,0,1,0,3,0,1,2,2,0,0,1,1,2,0,1,3,0,2,1,0,5,1,2,6,3,1,0,1,1,1,4,0,4,0,0,1,0,0,0,0,2,7,2,3,1,2,0,0,0,0,0,0,0,0,0,0,DNA
35,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNA
36,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DNA
37,4,0,1,2,0,3,0,1,4,0,0,1,0,2,1,4,6,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,2,2,2,0,0,1,3,2,4,1,4,2,2,2,1,0,0,2,2,0,1,0,1,0,0,1,3,0,1,0,0,0,0,2,1,0,0,5,0,1,0,2,0,1,0,0,5,1,1,0,2,3,0,1,3,4,3,0,0,0,0,0,0,2,1,0,0,4,1,2,0,0,0,0,1,3,2,3,0,0,0,3,2,1,1,2,2,2,5,7,0,1,2,4,2,6,6,2,1,0,4,1,3,0,1,4,2,2,1,2,0,0,0,1,0,0,0,0,0,0,1,0,2,2,2,3,1,0,0,0,0,1,1,2,4,1,0,0,2,3,1,4,1,0,0,2,3,2,2,0,1,6,3,5,1,3,3,3,1,1,0,0,1,0,1,0,DNA
38,3,0,1,2,0,4,3,1,2,2,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,1,1,0,2,0,0,0,0,0,0,3,0,0,1,0,2,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,0,2,0,3,2,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,2,1,0,0,0,4,0,1,1,0,1,1,1,2,0,0,1,0,0,0,2,0,0,0,1,0,DNA
39,0,0,1,1,0,1,0,0,0,1,0,0,1,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,3,1,0,1,1,2,3,1,0,0,0,0,1,3,0,3,2,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,2,0,1,0,0,2,1,1,0,2,0,0,1,0,0,1,2,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,2,2,0,0,1,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,2,1,0,1,1,1,2,0,0,0,0,0,1,1,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,3,0,1,3,0,0,0,1,0,0,0,0,2,0,0,2,1,2,0,0,0,DNA
40,3,0,2,5,2,0,1,3,2,3,0,1,3,2,4,6,2,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,2,3,0,0,0,0,2,6,0,1,1,1,0,1,0,3,2,4,1,2,0,2,1,1,4,2,1,1,2,4,5,1,3,2,2,1,7,1,2,0,1,1,1,0,1,1,1,0,0,0,2,1,2,1,0,0,0,0,2,1,4,2,0,2,6,2,2,1,2,0,1,1,1,1,2,4,0,1,0,1,1,2,1,2,2,1,1,7,3,0,0,0,1,0,1,0,4,0,2,3,4,1,4,0,3,5,2,4,3,0,3,5,3,3,8,4,0,2,2,4,0,0,0,0,0,0,1,1,2,0,0,0,1,2,0,3,4,1,3,0,1,2,2,2,6,4,5,1,2,1,2,1,4,0,0,0,2,1,5,1,5,0,7,5,3,1,1,0,2,0,0,0,0,0,0,0,1,DNA
41,2,0,0,0,0,0,0,2,1,2,0,0,2,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,2,0,0,2,2,1,3,1,0,0,0,1,0,0,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,2,1,1,1,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,DNA
42,1,1,0,0,0,0,0,1,1,2,0,0,2,1,4,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,1,0,0,1,2,1,3,1,0,0,0,1,0,0,1,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,1,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,DNA
43,1,0,0,0,0,0,0,1,1,2,0,0,2,1,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,1,0,0,1,2,1,3,1,0,0,0,1,0,0,1,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,1,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,DNA
44,2,0,0,0,0,0,0,2,1,2,0,0,2,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,1,0,0,1,2,1,3,1,0,0,0,1,0,0,1,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,2,0,1,1,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,DNA
45,2,0,0,0,0,0,0,1,1,2,0,0,1,1,4,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,1,2,1,3,0,0,0,0,2,0,0,1,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,2,0,1,1,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,DNA
46,1,0,0,0,0,0,0,1,2,3,0,0,2,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,2,1,0,0,1,2,1,2,1,0,0,0,1,0,0,1,1,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,1,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,DNA
47,5,1,2,0,0,1,1,1,1,4,0,1,1,3,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,3,1,1,1,0,0,1,0,0,1,0,0,2,0,1,3,0,1,0,2,1,1,0,3,2,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,4,1,5,0,1,0,0,3,0,0,0,0,0,2,2,0,0,2,1,2,0,0,1,1,0,0,1,4,0,1,1,2,1,2,1,1,0,0,2,0,4,5,0,3,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,1,0,2,2,0,2,1,1,0,1,1,2,0,2,0,0,0,2,1,2,0,2,1,0,1,0,0,2,2,0,0,0,1,0,0,1,0,DNA
48,2,1,1,4,1,5,0,0,2,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,2,0,0,0,6,2,1,5,2,1,0,1,0,1,3,1,1,1,1,0,0,2,4,2,2,0,2,2,1,1,1,0,3,0,1,4,3,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,14,3,2,6,1,0,1,1,0,1,2,0,0,0,0,6,1,1,1,0,0,1,2,0,0,3,2,0,0,1,2,3,0,0,3,0,0,0,0,1,0,0,7,2,1,1,2,2,2,4,1,0,1,0,0,0,0,1,1,2,2,1,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,0,0,0,3,0,3,0,1,2,0,1,0,0,1,2,2,0,0,0,0,2,2,0,0,4,1,1,0,1,1,3,0,0,3,0,0,0,0,0,DNA
49,5,0,0,4,0,3,0,1,0,3,0,2,2,1,1,4,0,0,1,4,0,1,0,0,2,0,0,0,3,0,1,0,1,0,1,1,1,0,0,0,0,0,2,1,0,0,2,0,1,1,2,2,2,3,1,1,0,3,2,2,1,1,1,1,0,2,1,0,2,1,0,2,0,0,1,0,0,1,2,2,0,0,2,0,1,0,1,0,0,0,3,1,0,2,4,0,2,1,0,3,1,1,1,1,1,0,0,0,2,0,0,0,0,1,1,0,0,1,0,2,1,2,0,0,4,0,1,1,2,0,0,0,2,1,2,0,1,0,2,2,1,0,0,0,3,1,1,3,2,3,1,1,2,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,3,0,0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0,2,0,0,2,3,1,0,1,2,2,2,0,2,0,0,0,0,0,DNA
50,1,2,1,2,2,1,1,1,2,3,0,1,1,0,0,1,2,0,0,0,0,0,1,2,1,1,2,1,2,0,0,1,3,1,2,1,0,0,0,1,0,0,2,0,2,3,4,1,0,0,1,3,0,2,0,0,0,1,1,2,0,2,1,2,2,1,1,3,1,2,3,3,0,0,2,1,0,0,0,0,0,0,3,0,1,2,1,1,0,0,5,1,0,1,5,1,0,1,1,1,2,0,1,0,3,0,0,0,1,1,1,0,2,1,1,0,0,0,1,2,1,2,0,1,1,2,0,1,3,1,0,1,2,0,2,2,2,1,1,1,1,3,0,1,4,1,2,4,3,2,5,5,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,3,3,0,0,0,0,7,0,1,6,1,2,0,1,0,1,1,0,0,0,1,2,3,1,3,0,1,7,2,1,0,1,3,1,0,0,0,0,2,0,0,0,DNA
51,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,DNA
52,3,0,0,1,0,1,0,1,1,2,0,2,0,3,2,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,4,0,1,0,0,0,1,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,0,3,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,DNA
53,3,1,1,3,2,5,2,1,3,3,0,4,1,2,1,5,5,2,1,3,2,1,0,2,0,1,2,1,1,0,1,1,1,2,2,0,0,0,1,2,2,3,1,0,3,3,2,1,1,0,1,0,6,0,1,0,2,3,0,0,1,2,7,6,2,2,1,2,2,2,1,4,0,2,0,2,0,1,1,2,1,1,2,1,4,1,5,1,0,0,1,1,5,4,1,1,1,1,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,2,2,5,0,2,0,5,0,5,3,1,0,2,5,7,3,4,2,3,2,4,1,2,2,0,1,3,3,2,4,1,0,6,2,0,3,0,0,1,1,0,2,0,4,0,0,1,0,0,1,4,2,3,0,1,0,0,1,1,2,0,1,0,4,0,2,1,3,1,1,2,0,0,2,0,1,4,1,1,1,2,1,3,0,0,3,1,0,0,0,3,DNA
54,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,DNA
55,12,0,0,3,4,3,1,2,3,6,1,0,2,7,4,3,4,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,1,4,1,1,3,2,0,2,1,0,0,0,5,1,1,1,1,3,2,1,1,2,4,2,2,1,3,0,2,0,4,0,1,0,0,0,1,1,0,0,1,0,2,0,0,4,0,0,4,4,0,0,1,4,4,3,4,3,0,1,0,0,3,0,2,0,0,2,0,0,0,0,0,0,3,6,1,1,0,2,1,1,1,2,1,0,3,2,2,1,0,1,3,0,4,0,2,1,1,3,0,1,3,4,3,4,4,2,0,0,0,2,1,1,0,2,0,3,0,0,0,1,0,2,2,0,0,0,0,6,2,0,2,2,1,0,0,4,2,4,1,1,0,1,0,0,0,3,1,0,3,2,6,1,0,1,1,0,0,3,0,2,0,0,1,DNA
56,3,0,2,3,0,2,1,3,2,3,0,2,1,3,1,1,3,1,2,2,0,2,1,0,0,2,1,2,0,0,0,0,2,0,0,0,3,0,0,1,2,4,1,0,1,1,1,0,2,3,1,2,3,0,3,2,2,3,2,1,3,0,5,4,1,3,1,2,1,5,2,2,1,3,2,2,1,0,2,2,0,3,1,1,0,2,0,3,0,2,2,0,5,4,0,0,2,1,1,1,4,1,0,1,2,0,0,0,2,0,1,0,1,0,0,2,0,0,0,0,2,2,1,1,2,1,2,4,3,2,3,0,1,1,2,2,0,3,5,5,2,8,0,1,1,0,4,4,1,1,3,4,7,0,3,0,1,0,0,0,1,1,1,0,0,0,0,2,2,4,3,1,3,0,3,2,2,0,0,3,1,0,1,3,0,0,1,2,0,1,4,0,3,0,2,5,3,2,0,2,2,4,0,0,4,1,0,1,0,0,DNA
57,3,0,3,2,2,3,0,1,2,2,5,1,0,1,2,0,2,5,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0,0,0,2,0,0,1,1,0,2,1,1,4,0,1,0,2,2,1,1,0,3,0,3,2,2,1,0,2,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0,0,2,1,0,0,3,0,1,2,0,2,0,0,1,0,4,0,1,0,0,0,0,1,1,2,0,1,1,0,1,1,3,2,1,1,2,0,0,0,0,2,0,0,0,0,0,1,0,1,3,1,1,2,0,0,4,0,0,0,0,1,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,2,1,1,1,0,0,0,1,1,1,0,0,0,0,2,2,0,2,0,2,1,1,1,1,0,2,1,0,0,1,1,0,0,0,0,DNA
58,4,0,7,4,2,4,3,4,6,3,1,4,3,1,2,2,2,1,0,5,1,1,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,1,8,9,4,3,0,5,4,6,0,2,2,3,5,5,1,10,3,3,16,5,3,3,3,15,10,1,11,2,1,5,9,3,1,1,4,2,0,2,4,6,6,0,2,0,2,6,3,2,1,1,2,1,0,3,8,6,1,1,2,3,2,7,5,2,0,2,0,0,1,2,0,0,3,2,2,1,1,1,0,0,5,3,7,2,3,2,7,3,4,2,2,0,0,18,10,2,3,2,3,6,6,6,2,1,5,19,1,7,3,10,8,6,3,7,1,3,1,0,1,3,1,2,1,0,1,0,5,3,1,3,4,2,2,4,3,4,2,1,2,2,1,0,3,2,1,0,2,5,0,0,4,2,3,2,1,2,5,5,2,0,1,4,2,0,1,2,0,2,0,1,1,DNA
59,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2,1,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,DNA
